Bikes Belong|Bikes Belong is a Boston-based nonprofit organization that empowers underserved youth through cycling. They provide bikes, helmets, bike repair classes, and group rides to help kids develop self-confidence, leadership skills, and a love of cycling.
Bikeverywhere|Bikeverywhere is a leading bike company renowned for its commitment to promoting sustainable transportation. Established in 2010, it specializes in producing high-quality bikes designed to meet the diverse needs of cyclists. Bikeverywhere's mission is to empower individuals to embrace cycling as an accessible, eco-friendly, and enjoyable way to commute, explore, and stay active.
Biktrix|Biktrix is a Canadian electric bike company founded in 2014. They specialize in high-quality, affordable e-bikes for commuting, recreation, and off-road adventures. Biktrix bikes feature powerful motors, long-range batteries, and durable construction. Their commitment to customer satisfaction and innovation has made them a trusted brand among e-bike enthusiasts.
Bilda|Bilda, a German bike manufacturer, produces premium e-bikes and traditional bikes with a focus on innovation, design, and quality. Known for its high-performance motors and advanced features, Bilda's bikes offer a seamless and enjoyable riding experience.
Bilenky Cycle Works|Bilenky Cycle Works is an American custom bicycle frame builder based in Philadelphia, Pennsylvania. The company was founded in 1983 by Steve Bilenky and is known for its high-quality, handmade steel frames. Bilenky frames are used by professional cyclists, recreational riders, and collectors around the world.
Bintelli|Bintelli, established in 2013, is a leading bicycle manufacturer renowned for its innovative designs, premium materials, and commitment to providing exceptional riding experiences. Their bikes cater to diverse cycling enthusiasts, from casual riders to competitive racers. With a focus on quality, performance, and style, Bintelli has gained a loyal following among cycling enthusiasts worldwide.
Biomega|Biomega, founded in 1998, is a Danish bike company renowned for its innovative designs, sustainable practices, and focus on creating high-quality urban bikes. Their bikes blend functionality, style, and environmental consciousness, catering to eco-conscious urban riders seeking a stylish and eco-friendly mode of transportation.
BionX|BionX is a leading provider of e-bike systems, batteries, and motors. Headquartered in Canada, the company specializes in high-performance electric bike components for both OEMs and aftermarket customers. BionX systems offer a seamless and powerful e-biking experience, enhancing pedaling power and extending riding range.
Birdy|Birdy, a Taiwanese bike company, is known for its patented compact folding bikes. These bikes feature a unique two-piece frame that folds at the midpoint, allowing for a compact and portable ride. Birdy bikes are lightweight and easy to carry, making them ideal for commuters, city dwellers, and travelers.
Biria|Biria is a boutique bicycle manufacturer that emphasizes high-quality, custom-made bikes. They are known for their innovative designs and attention to detail. Biria bikes are made from lightweight materials and feature advanced components, resulting in high-performance machines that are both durable and stylish.
Birmingham Small Arms Company|Birmingham Small Arms Company (BSA), founded in 1861, initially produced firearms but expanded into bicycle manufacturing in 1880. BSA became a renowned bike brand, known for its high-quality, durable, and innovative designs.
Bishop|Bishop Bikes, founded in 2013, is a boutique bike company based in Portland, Oregon. Known for their handcrafted, high-performance road and mountain bikes, Bishop emphasizes quality materials, meticulous construction, and a commitment to sustainability. Their bikes are designed to provide a responsive and exhilarating riding experience for discerning cyclists.
Black Diamond|Black Diamond Equipment is an American manufacturer of outdoor gear and equipment, founded in 1957. While known primarily for climbing and skiing equipment, they do not produce bicycles.
Black Heart Bike Co|Black Heart Bike Co. handcrafts high-quality, durable steel bikes in Portland, Oregon. Their bikes are designed for everyday riding, commuting, and adventure, with a focus on style and functionality. Black Heart Bike Co. is committed to sustainability and uses locally sourced materials whenever possible.
Black Market|Black Market Bikes is a California-based mountain bike company founded in 2004. Known for their high-quality and innovative designs, Black Market frames are designed to tackle aggressive riding styles and technical trails. Their bikes are sought after by riders who demand durability, performance, and a touch of rebellious style.
Black Mountain Cycles|Black Mountain Cycles is a boutique bike company based in San Francisco, California. Founded in 2004, the company specializes in high-end custom-built road and mountain bikes. Black Mountain Cycles is known for its innovative designs, attention to detail, and commitment to sustainable manufacturing practices.
Black Sheep Bikes|Black Sheep Bikes is a small, independent bike company based in Portland, Oregon. They specialize in handcrafted, high-performance road and gravel bikes made from steel, titanium, and carbon fiber. Black Sheep Bikes is known for its attention to detail, custom geometry, and commitment to sustainability.
Blackburn|Blackburn is a leading manufacturer of cycling accessories and components. Founded in 1975, the company is known for its high-quality and innovative products, including bike racks, panniers, lights, and pumps. Blackburn is a trusted brand among cyclists worldwide, and its products are designed to make biking safer, more convenient, and more enjoyable.
Blix|Blix is an e-bike company that designs and manufactures premium electric bikes for urban commuters and recreational riders. Based in New York City, Blix is known for its stylish, functional, and affordable e-bikes that make cycling accessible and enjoyable for city dwellers.
Blue (Blue Competition Cycles)|Blue Competition Cycles, renowned for their exceptional craftsmanship, specializes in high-performance road, track, and cyclocross bicycles. Blue frames are meticulously handcrafted in the USA, resulting in lightweight, durable, and aerodynamic masterpieces. Their commitment to innovation and racing heritage ensures that Blue bikes deliver an unparalleled riding experience.
Blue Sky Cycle Carts|Blue Sky Cycle Carts manufactures and sells high-quality, affordable, and sustainable cycle carts for food vendors and other mobile businesses. Our carts are designed to be lightweight, durable, and easy to transport, making them ideal for entrepreneurs and businesses on the go.
Boardman Bikes|Boardman Bikes is a British bicycle brand founded in 1997 by Olympic cyclist Chris Boardman. The company is known for its high-performance road and mountain bikes, as well as its range of electric bikes. Boardman Bikes are designed in the UK and manufactured in Taiwan.
Bobbin|Bobbin Bikes is a British bicycle manufacturer specializing in electric bikes. Known for their stylish and practical designs, Bobbin bikes are designed to make cycling more accessible and enjoyable in urban environments. The company offers a range of models, including the Jaunt, Fold, and B-Connect, each tailored to specific commuting and leisure needs.
BodyGlide|BodyGlide is a leading manufacturer of high-quality bicycles and cycling accessories. Their bikes are known for their innovative designs, advanced materials, and exceptional performance. BodyGlide offers a wide range of bikes, from road and mountain bikes to hybrid and electric models. They also produce a variety of accessories, including helmets, clothing, and tools.
Boeshield|Boeshield is a brand that produces a range of lubricants and corrosion inhibitors specifically designed for the bicycle industry. Their products are known for their water-displacing properties and long-lasting protection against rust and wear. Boeshield's products are used by cyclists of all levels, from recreational riders to professional racers.
Bohemian Bicycles|Bohemian Bicycles, based in Portland, Oregon, crafts premium, handmade steel bicycles renowned for their exceptional quality, timeless aesthetics, and personalized designs. Each frame is meticulously built to order, ensuring a perfect fit and exceptional riding experience. With a focus on sustainability and craftsmanship, Bohemian Bicycles embraces the spirit of cycling as a joyful and liberating pursuit.
Bombtrack|Bombtrack, founded in 2012, is a German bicycle manufacturer specializing in adventure and gravel bikes. Known for its durable and versatile designs, Bombtrack's bikes are designed for off-road exploration and long-distance touring. The company's commitment to innovation and quality has earned it a loyal following among cyclists seeking adventure and performance on two wheels.
Bondhus|Bondhus, a Norwegian company, specializes in producing high-quality bike tools. Their innovative designs and durable construction have made them a favorite among cyclists worldwide. Bondhus tools are renowned for their precision, efficiency, and ergonomic handles, ensuring a comfortable and enjoyable riding experience.
Bonk Breaker|Bonk Breaker is a premium bike nutrition company that produces a range of on-the-go energy products designed specifically for cyclists. Their products are made with natural, whole-food ingredients and are free from artificial sweeteners, flavors, and colors. Bonk Breaker's mission is to provide cyclists with the fuel they need to perform at their best, without compromising on taste or quality.
Bontrager|Bontrager is a premium bicycle component and accessories brand founded in 1981 by Keith Bontrager. Known for its innovative designs and high-quality materials, Bontrager offers a wide range of products, including wheels, tires, saddles, handlebars, stems, and cycling apparel. The company is also renowned for its commitment to rider safety, with a focus on developing protective gear such as helmets and knee pads.
Boo Bicycles|Boo Bicycles, founded in 2017, designs and manufactures innovative bamboo bikes. Their bikes combine sustainability, durability, and performance, utilizing bamboo's natural shock absorption and strength. Boo Bicycles offers a range of models for different cycling styles, showcasing the versatility and beauty of bamboo as a sustainable material in bicycle design.
Boreal|Boreal, based in Canada, specializes in fat bikes, designed for riding on snow, sand, and other terrains with limited traction. Their bikes feature wide tires, sturdy frames, and reliable components. Borealis commits to producing high-quality, durable fat bikes that enhance the cycling experience in challenging conditions.
Borealis (Borealis Fat Bikes)|Borealis Fat Bikes is a boutique bike company based in Anchorage, Alaska. Specializing in fat bikes, they are known for their rugged, high-quality bikes designed for off-road adventures in challenging terrains. Borealis's fat bikes feature wide tires, providing exceptional traction and stability on snow, sand, and other loose surfaces.
Boreas Gear|Boreas Gear is a small, American-made bike company that specializes in high-end, lightweight titanium mountain bikes. Their frames are known for their strength, durability, and ride quality, and their bikes are often the choice of competitive mountain bikers. Boreas Gear is based in Colorado, and their bikes are handcrafted by a small team of skilled artisans.
Borile|Borile is an Italian bicycle manufacturer founded in 1996. Renowned for its handmade carbon fiber frames, the company specializes in road racing bikes. Borile frames are known for their lightweight, stiffness, and responsiveness, making them popular among professional and amateur cyclists seeking high performance.
Bosch|Bosch eBike Systems is a leading manufacturer of electric bike components, including drive units, batteries, and displays. Based in Germany, the company provides innovative and reliable solutions for e-bikes, enabling riders to enjoy effortless cycling experiences. Bosch eBike Systems is committed to sustainable mobility and helps advance the adoption of electric bicycles worldwide.
Bottecchia|Bottecchia is an Italian bicycle manufacturer founded in 1926 by Ottavio Bottecchia, a former professional cyclist who won the Tour de France twice. The company is known for its high-quality road bikes, which are ridden by professional cyclists around the world. Bottecchia also produces a range of other bicycles, including mountain bikes, city bikes, and e-bikes.
Boulder Bicycles|Boulder Bicycles, established in 1973, is a renowned bike company specializing in custom builds, expert repairs, and a vast selection of bikes. With multiple locations in Colorado, they offer premium brands like Yeti, Giant, Santa Cruz, and more. Their team of experienced mechanics provides exceptional service, catering to every cyclist's needs. Boulder Bicycles fosters a vibrant cycling community through events, group rides, and a passion for two-wheeled adventures.
Brand-X|Brand-X is a UK-based online retailer of affordable bicycle components and complete bikes. Founded in 2005, the company offers a wide range of products for all types of cycling, from mountain biking to road racing to casual commuting. Brand-X is known for its high-quality products at competitive prices, making it a popular choice for cyclists looking to upgrade their rides without breaking the bank.
Brannock Device Co.|Brannock Device Co. is a legendary bike company established in 1907, renowned for crafting exceptional custom bicycles. Each frame is meticulously handbuilt to the rider's unique specifications, ensuring an unparalleled fit and performance. With over a century of experience, Brannock Device Co. continues to push the boundaries of bicycle design.
Brave Soldier|Brave Soldier is a renowned bike company specializing in high-performance mountain, road, and electric bikes. Crafted with precision and innovation, their bikes are engineered to conquer challenging terrains and provide an exhilarating riding experience. With a focus on durability, speed, and comfort, Brave Soldier bikes empower riders to push their limits and explore the world on two wheels.
Breadwinner|Breadwinner Cycles is a small-batch bike manufacturer based in Portland, Oregon. Founded in 2006, the company is known for its handcrafted titanium frames, custom builds, and commitment to local manufacturing. Breadwinner's bikes are designed for durability, comfort, and performance, catering to cyclists who value quality and craftsmanship.
Breakbrake17 Bicycle Co.|Breakbrake17 Bicycle Co. is a renowned bicycle company established in 2017, specializing in premium handmade bicycles. Their frames are meticulously crafted using high-grade materials, ensuring durability and exceptional performance. Breakbrake17 is known for its innovative designs, attention to detail, and commitment to delivering exceptional cycling experiences.
Breezer|Breezer Bikes, founded in 1983, specializes in high-performance mountain, comfort, and electric bikes. Known for its innovative designs and use of lightweight materials, Breezer's bicycles are designed to provide a smooth and enjoyable riding experience. The company focuses on creating bikes that combine comfort with performance, making them suitable for both recreational and fitness enthusiasts.
Brennabor|Brennabor, founded in 1871 in Brandenburg, Germany, is a historic bicycle manufacturer known for its innovative designs and high-quality craftsmanship. The company played a significant role in the development of the safety bicycle and produced a wide range of models, from racing bikes to tandems and cargo bikes. Brennabor's legacy continues today, as the company remains a respected name in the cycling industry.
Bridgestone|Bridgestone Cycle Co., Ltd., is a Japanese bicycle manufacturer founded in 1931. It is a subsidiary of Bridgestone Corporation and one of the largest bicycle manufacturers in the world. Bridgestone produces a wide range of bicycles, including road bikes, mountain bikes, and electric bikes.
Brilliant Bicycle|Brilliant Bicycle is a premium bike manufacturer renowned for its exceptional craftsmanship, cutting-edge technology, and dedication to rider experience. Founded by cycling enthusiasts, Brilliant Bicycle meticulously designs and engineers bikes for performance, comfort, and aesthetics. From road and mountain models to e-bikes, their bikes cater to various riding styles and offer an unparalleled cycling experience.
Brinks Locks|Brinks Locks primarily manufactures and sells padlocks, combination locks, and other security hardware. The company does not have a specific line of bicycles or bike accessories.
British Eagle|British Eagle was a British bicycle manufacturer founded in 1935. It became known for its high-quality road and racing bikes, and sponsored a successful professional cycling team. The company ceased production in 2006, but its legacy continues through the vintage bicycle market.
Broakland|Oakland-based Broakland Bicycle Company produces versatile, high-quality urban bicycles designed for everyday city riding. Their bikes feature robust construction, comfortable geometry, and thoughtful details like integrated lighting systems. Broakland's commitment to sustainability extends to using recycled materials and offering a repair program.
Brodie|Brodie is a Canadian bicycle company founded in 1994. They specialize in high-performance mountain, road, and e-bikes. Brodie is known for its innovative designs and use of advanced materials. The company's bikes are ridden by professional racers and recreational riders around the world.
Broke Bikes|Broke Bikes is a budget-friendly bike company that caters to riders of all skill levels. They offer a wide range of bikes, from entry-level models to high-performance machines. Broke Bikes is known for their affordable prices and their commitment to quality. Whether you're a beginner or a seasoned pro, Broke Bikes has the perfect bike for you.
Brompton Bicycle|Brompton Bicycle is a British manufacturer of folding bicycles. Founded in 1975, the company is known for its iconic small-wheeled, folding bikes designed for urban commuting. Brompton bikes are known for their durability, portability, and ease of use, making them popular with cyclists in cities around the world.
Brooklyn Bicycle Co.|Brooklyn Bicycle Co., founded in 2004, crafts stylish, durable city bikes in New York City. Their bikes are designed for urban commutes and feature classic aesthetics with modern components. Brooklyn Bicycle Co. also offers a wide range of accessories and gear for cyclists.
Brooks England LTD.|Brooks England Ltd., established in 1866, is a renowned British company specializing in premium bicycle saddles and accessories. Their iconic saddles are handcrafted from natural leather, combining comfort, style, and durability. Brooks England's dedication to craftsmanship and quality has made their saddles sought after by cyclists worldwide, earning the company a reputation as a leader in the industry.
Brother Cycles|Brother Cycles is a renowned bike company based in East London, England. Since 2008, they have crafted high-quality, artisanal bicycles designed for both urban and adventure cycling. Their bikes are known for their distinctive style, attention to detail, and handcrafted frames made from premium materials. Brother Cycles is dedicated to sustainability, offering a lifetime warranty on their frames and promoting the joy of cycling through their community initiatives.
Browning|Browning is an American company that produces high-quality bicycles. They have been in business for over 100 years and are known for their innovative designs and durable construction. Browning bikes are used by cyclists of all levels, from beginners to experienced riders.
Brunswick Corporation|Brunswick Corporation does not manufacture bikes. It is an American public company that designs, manufactures, and markets leisure boats, marine engines, and fitness equipment. The company was founded in 1845 and is headquartered in Mettawa, Illinois.
Brush Research|Brush Research Manufacturing Company, based in California, specializes in high-quality bicycle components. They are renowned for designing and manufacturing advanced titanium bike frames, forks, and accessories. Brush Research prides itself on innovation, precision engineering, and delivering reliable and durable products for discerning cyclists.
Budnitz|Budnitz is a boutique bicycle company founded in 2005, specializing in handcrafted, high-end bikes. Renowned for its meticulous attention to detail and use of premium materials, Budnitz bikes are highly sought after by collectors and cycling enthusiasts. The company's signature models, such as the SS Titan and Bicycles 2.0, showcase its commitment to innovation and performance.
Buff|Buff is a German bicycle manufacturer known for producing high-quality, lightweight, and durable mountain bikes. Founded in 1992, Buff has gained a reputation for innovative designs and a commitment to rider performance. Their bikes are crafted using advanced materials and feature cutting-edge suspension systems, ensuring a smooth and responsive ride.
Burley|Burley, founded in 1978, is a renowned American manufacturer known for its high-quality bicycles, trailers, and accessories. Particularly recognized for its innovative cargo and family cycling solutions, Burley designs products that prioritize safety, durability, and functionality. The company's commitment to sustainable and eco-friendly practices has earned it a reputation for responsible manufacturing.
Burley Design|Burley Design is an American company founded in 1978 that specializes in the design and manufacture of high-quality bicycles, trailers, and other cycling accessories. Known for their durable and innovative products, Burley is a leading brand in the bike industry, particularly renowned for its family-centric designs.
Bushnell|Bushnell is an American company founded in 1948, specializing in optics and outdoor gear. While known primarily for its binoculars, scopes, and other optical products, Bushnell also briefly produced bicycles in the 1990s. However, the company no longer manufactures or sells bikes, having discontinued the line over two decades ago.
Buzzy's|Buzzy's is a renowned bike company specializing in high-performance bicycles for professional cyclists and enthusiasts. Established in 1992 by renowned cycling legend, Buzzy Krohn, the company is known for its innovative designs, cutting-edge technology, and unparalleled craftsmanship. Buzzy's bikes are meticulously engineered to provide riders with an exceptional riding experience, maximizing speed, efficiency, and comfort.
CCM|CCM (Canadian Cycle & Motor Company) is a Canadian bicycle manufacturer founded in 1899. Known for its high-quality and durable bikes, CCM specializes in a wide range of models, including mountain bikes, road bikes, hybrid bikes, and children's bikes. With over a century of experience, CCM is a trusted brand for recreational and competitive cyclists alike.
CDI Torque Products|CDI Torque Products is a leading manufacturer of high-performance bicycle components, including bottom brackets, cogs, and chainrings. Known for their innovative designs and precision engineering, CDI products are used by professional and amateur cyclists worldwide. The company's focus on quality and durability has earned it a reputation for producing some of the best bike parts available.
CETMA Cargo|CETMA Cargo is a leading manufacturer of innovative electric cargo bikes. Founded in 2015, the company specializes in designing and producing high-quality cargo e-bikes that meet the growing demand for sustainable and efficient urban transportation solutions. CETMA Cargo's bikes are known for their durability, versatility, and exceptional performance, making them ideal for businesses, families, and individuals seeking an eco-friendly and practical transportation option.
CHUMBA USA|CHUMBA USA is a respected American mountain bike manufacturer known for its innovative designs and sustainability initiatives. Founded in 2012, CHUMBA focuses on creating high-performance trail and enduro bikes, emphasizing durability and rider experience. The company's bikes are hand-built in Oregon, USA, using premium materials and environmentally conscious practices.
CRUD|CRUD Bikes is a British bicycle manufacturer known for its innovative and high-performance road and gravel bikes. Founded in 2011, CRUD focuses on advanced materials, cutting-edge design, and rider-centric engineering to deliver exceptional cycling experiences.
CST|CST (Cheng Shin Tire) is a Taiwanese tire company founded in 1962. As the world's largest bicycle tire manufacturer, CST produces over 85 million bicycle tires annually and also produces tires for wheelchairs, strollers, and other specialized applications.
CVLN (Civilian)|CVLN (Civilian) is a bike company based in Los Angeles, known for its stylish and approachable fixed-gear and single-speed bikes. Focused on simplicity and affordability, CVLN bikes are designed for everyday urban riding and prioritize functionality and comfort over racing performance.
CX Tape|CX Tape is a small, independent bike company based in Portland, Oregon. They specialize in handmade, custom-built bicycles designed for cyclocross racing. Their bikes are known for their high quality and craftsmanship, and they have a reputation for being some of the best cyclocross bikes in the world.
Caffelatex|Caffelatex is an Italian company founded in 2011 that specializes in developing and manufacturing high-performance tire sealants, lubricants, and cleaning products for bicycles. Their innovative Caffelatex sealant is a natural latex-based formula designed to effectively seal punctures and slow leaks in tubeless tires, making it a popular choice among cyclists.
Calcott Brothers|Calcott Brothers, founded in 1899, is a renowned British bicycle manufacturer known for its custom-built frames and high-performance bikes. The company's meticulous craftsmanship and attention to detail have garnered it a loyal following among cycling enthusiasts. Calcott Brothers specializes in bespoke frames made from lightweight steel, offering riders a tailored cycling experience with exceptional handling and comfort.
Calfee Design|Calfee Design is renowned for crafting exceptional custom titanium bicycles since 1987. Based in California, their skilled artisans meticulously build each frame to exacting standards, resulting in bikes renowned for their strength, lightness, and legendary ride quality. Calfee's commitment to innovation and artistry has made them a leading choice for discerning cyclists worldwide.
California Springs|California Springs, a renowned bike manufacturer, specializes in crafting exceptional e-bikes, mountain bikes, and road bikes. Their bikes are renowned for their cutting-edge technology, high-quality components, and unparalleled performance on diverse terrains. California Springs is committed to providing riders with an exhilarating and tailored cycling experience, catering to both recreational cyclists and competitive riders seeking adventure on two wheels.
Caloi|Caloi, founded in 1898 in Brazil, is one of South America's leading bicycle manufacturers. Known for its innovative designs and high-quality frames, Caloi produces a wide range of bikes for both recreational and professional use, including road, mountain, urban, and electric bikes. The company has a global presence and its bikes are popular among cyclists worldwide.
Camelbak|Camelbak is an American company that produces hydration packs, water bottles, and other outdoor gear. The company was founded in 1989 by Michael Eidson, who invented the first hands-free hydration system while riding his bike in the Arizona desert. Today, Camelbak is a leading manufacturer of hydration products, with its products being used by outdoor enthusiasts around the world.
Camillus|Camillus is a renowned bicycle manufacturer known for crafting high-performance and innovative bikes. Founded in 1876, they have a rich history of technological advancements. Camillus bikes are renowned for their exceptional handling, durability, and sleek designs. They cater to both professional riders and cycling enthusiasts, offering a wide range of models from road bikes to mountain bikes.
Campagnolo|Campagnolo is an Italian manufacturer of high-end bicycle components, particularly known for its innovative and technologically advanced groupsets. Founded in 1933 by Tullio Campagnolo, the company is renowned for its precision engineering, craftsmanship, and commitment to performance.
Campion Cycle Company|Campion Cycle Company was founded in 1946 by Jim Campion in Indianapolis, Indiana. Campion is known for building high-quality custom bikes, specializing in track and road bikes. The company uses a variety of materials, including steel, aluminum, and carbon fiber. Campion bikes are ridden by both professional and amateur cyclists, and the company has a long history of success in the cycling world.
Cane Creek|Cane Creek Cycling Components is a cycling parts manufacturer based in Asheville, North Carolina. Founded in 1977, it produces a range of components, including suspension forks, headsets, seatposts, and brakes. Cane Creek is known for its innovative designs and high-quality products, which are used by professional and recreational cyclists worldwide.
Canfield Brothers|"Canfield Brothers is a mountain bike company founded by brothers Chris and Lance Canfield in 2004. They specialize in high-performance trail and enduro bikes, known for their innovative designs, durability, and responsive handling. Canfield Brothers frames are manufactured in the USA and feature unique ""YOYO"" suspension technology, providing exceptional performance on technical terrain."
Cannondale|Cannondale, founded in 1971, is a renowned bicycle manufacturer known for its innovative designs and high-performance bikes. Specializing in mountain bikes, road bikes, and electric bikes, Cannondale is a global leader in the cycling industry, consistently pushing the boundaries of technology and craftsmanship.
Canyon bicycles|Canyon Bicycles is a German direct-to-consumer bike company founded in 2002. Known for its high-performance road, mountain, gravel, and e-bikes, Canyon has gained popularity for offering premium bikes at competitive prices through its online sales model. With a global presence, Canyon delivers bikes directly to customers, ensuring fast and efficient delivery.
Cardiff|Cardiff, based in Wales, UK, is a renowned bike company specializing in high-performance mountain bikes. Founded in 2002, Cardiff is revered for its innovative frame designs, utilizing advanced materials and progressive geometries to create bikes that excel on technical terrain. The company's commitment to rider experience and meticulous attention to detail have made Cardiff a sought-after brand among mountain biking enthusiasts worldwide.
Carmichael Training Systems|Carmichael Training Systems (CTS) is a renowned endurance sports coaching company that also offers a line of high-performance bicycles under the CTS brand. CTS bikes are designed in collaboration with top cyclists and feature advanced materials, innovative designs, and meticulous craftsmanship. They cater to the specific needs of triathletes, cyclists, and runners, providing a competitive edge in training and racing.
Carrera bicycles|Carrera Bicycles is a British bicycle manufacturer founded in 1989. It specializes in high-performance road, mountain, and hybrid bikes. Known for its innovative designs, lightweight frames, and high-quality components, Carrera bikes are popular among cyclists of all levels, from beginners to professionals.
Carrol Cycles|Carroll Cycles is a renowned bicycle manufacturer specializing in high-end road bikes. Established in 1982, the company is known for its meticulous craftsmanship, innovative designs, and use of premium materials. Their bikes are prized by professional cyclists and enthusiasts alike, offering exceptional performance and riding experiences.
CatEye|CatEye, founded in 1954 in Osaka, Japan, is a leading manufacturer of high-quality bicycle accessories, including lights, computers, and reflectors. Known for its innovative designs and durable products, CatEye caters to both recreational and professional cyclists worldwide, enhancing safety and performance on the road.
Catrike|Catrike is an American company that manufactures premium-quality recumbent tricycles. Founded in 1996, Catrike is known for its innovative designs, comfortable seating, and durable frames. With a wide range of models to choose from, Catrike offers tricycles for various purposes, including recreation, fitness, and transportation.
Cayne|Cayne is a U.S.-based bike company known for its high-performance road, gravel, and mountain bikes. Founded in 2014, Cayne has quickly gained recognition for its innovative frame designs, advanced materials, and sleek aesthetics. Their bikes are meticulously crafted to provide a responsive and exhilarating ride experience.
Centurion|Centurion is a German bicycle manufacturer founded in 1976. Known for producing high-performance road, mountain, and comfort bikes. Centurion bicycles are renowned for their quality, innovation, and durability.
CeramicSpeed|CeramicSpeed is a Danish company specializing in high-performance ceramic bearings and drivetrain components for bicycles. Founded in 2011, it offers a range of products designed to enhance speed, efficiency, and durability. CeramicSpeed's bearings are renowned for their low friction, extended lifespan, and ability to withstand extreme conditions.
Cero|Cero is a high-end bike company founded in 2018 by former Apple engineers. They specialize in electric bikes that combine sleek design with innovative technology. Cero bikes are known for their lightweight frames, powerful motors, and long battery life. The company is committed to sustainability and uses eco-friendly materials in their products.
Cervélo|Cervélo is a Canadian high-performance bicycle manufacturer based in Toronto, Ontario. Founded in 1995, the company specializes in road, triathlon, and track bikes known for their advanced aerodynamics, lightweight construction, and innovative designs. Cervélo has a strong presence in professional cycling and has won numerous accolades, including Tour de France stage victories.
Chadwick|Chadwick, a renowned bicycle manufacturer, specializes in crafting high-performance road and mountain bikes. Established in 1892, the company is renowned for its meticulous attention to detail, utilizing advanced materials and innovative designs to create bikes that combine speed, comfort, and durability. Chadwick's unwavering commitment to excellence has earned them a loyal following among discerning cyclists who demand the best.
Challenge|Challenge, founded in 2003, is a renowned Italian cycling component manufacturer specializing in high-performance bicycle wheels. Known for their exceptional rigidity, low weight, and aerodynamic designs, Challenge wheels are meticulously crafted by hand and have become the choice of professional cyclists and enthusiasts worldwide.
Charge|Charge is a British electric bike company known for its stylish designs and high-performance models. Founded in 2004, the company offers a range of e-bikes, from city commuters to mountain bikes, all equipped with powerful motors and long-lasting batteries. Charge bikes are known for their sleek aesthetics, durability, and reliable performance.
Chariot|Chariot Innovations, founded in 2014, is a Canadian manufacturer of high-quality, compact folding bicycles designed for urban commuters. Their flagship model, the Chariot CX, is known for its lightweight aluminum frame, 16-inch wheels, and convenient folding mechanism. Chariot prioritizes sustainability and offers accessories like cargo racks and child seats to enhance versatility.
Chase|Chase is an American bicycle company founded in 1996. It specializes in manufacturing high-performance mountain bikes and road bikes. Chase bikes are known for their innovative designs, lightweight construction, and durability. The company's bikes have been ridden by professional racers and have won numerous awards.
Chater-Lea|Chater-Lea was a British bicycle company founded in 1897 by Herbert Chater and Bob Lea. Known for its high-quality racing bicycles, Chater-Lea gained prominence in the early 20th century, winning numerous races, including the Paris–Roubaix in 1902 and 1903. The company closed in the 1960s, leaving behind a legacy of innovation and sporting success.
Checker Pig|"Checker Pig is a bicycle company that designs and manufactures high-quality urban and adventure bikes. Founded in 2015, they prioritize comfort, durability, and style in their products. Their bikes feature innovative designs, including the patented ""Flat Foot Technology"" that allows riders to plant both feet flat on the ground for increased stability. Checker Pig bikes are renowned for their versatility and sleek aesthetics, catering to riders from commuters to outdoor enthusiasts."
Chicago Bicycle Company|Chicago Bicycle Company, established in 1996, specializes in handcrafted, custom-built urban and touring bicycles. Based in Chicago, Illinois, they prioritize sustainability and use high-quality materials for durability and performance.
Chris King|Chris King Precision Components, known for its high-quality bike components, particularly its precision-machined hubs and headsets. Founded in 1976 in Portland, Oregon, Chris King is renowned for its durable, reliable, and visually striking products, which are made in the USA using sustainable practices.
Christiania Bikes|Christiania Bikes, founded in 1994, is a Danish company renowned for its innovative and practical cargo bikes. Their flagship model, the Christiania Bike, combines a sturdy frame with a large cargo box, making it ideal for transporting children, groceries, or equipment. Christiania Bikes emphasizes durability, safety, and sustainability in its designs.
Chromag|Chromag is a Canadian mountain bike component and frame manufacturer founded in 2003. Known for its innovative designs and durable construction, Chromag specializes in high-performance components for downhill, freeride, and enduro mountain biking. The company is renowned for its distinctive aesthetic and commitment to rider-driven development.
Cicielios|Cicicilos is a boutique bike company founded in 2018, renowned for crafting high-performance, handcrafted bicycles tailored to individual needs. With a focus on artistry and innovation, their frames are meticulously welded and painted in-house, and each bike is assembled with precision and attention to detail. Based in Barcelona, Ciciclos has a global presence, catering to discerning cyclists worldwide who value exclusivity, quality, and a touch of Spanish flair.
Cicli Barco|Cicli Barco, founded in 1946 by Ugo Barco in Bassano del Grappa, Italy, is a renowned bicycle manufacturer known for its high-quality road bikes, gravel bikes, and mountain bikes. The company's bikes are handcrafted with precision and attention to detail, using advanced materials and innovative designs. Cicli Barco's bikes are sought after by discerning cyclists who appreciate performance, durability, and Italian craftsmanship.
Cicli Olympia|Cicli Olympia is an Italian bicycle manufacturer founded in 1949. Known for its racing bikes, it has a rich history in professional cycling, sponsoring teams like De Rosa-Santini and Lampre-ISD. Olympia's frames are handcrafted with high-quality materials and advanced technology, resulting in lightweight, responsive bikes designed for both professional and enthusiast riders.
Cielo|Cielo, an American bicycle manufacturer, handcrafts premium road, gravel, and mountain bikes in Portland, Oregon. Their frames are renowned for their exceptional ride quality, durability, and timeless aesthetics. Cielo prioritizes rider experience, offering custom geometry and a wide range of options to create bikes tailored to individual preferences.
